,grid_id,coordinate,address
977,151896,"23.018383032000003,120.221767834",臺南市北區大武街59734段口
978,137471,"23.007383032,120.206807834",臺南市北區西門路四段段號西門路四段65
979,121695,"23.029823032,120.190527834",臺南市安南區海佃路2段北側安通路6
980,100538,"22.988903032,120.168527834",臺南市安平區段巷弄號健康三街與郡平路口與段巷弄口
981,167876,"23.093183032,120.238487834",臺南市安定區安加里安定段238-70
982,180757,"23.035543032,120.251687834",臺南市永康區四維街段巷弄號口與龍埔街段巷弄口
983,222139,"22.966463032,120.294367834",臺南市歸仁區中山路一段段巷弄637號與段巷弄口
984,188409,"23.034663032,120.259607834",臺南市永康區永大路3段自強路口巷弄號
985,163805,"23.014423032,120.234087834",臺南市永康區中山南路段口中山南路262
986,143870,"22.996823032,120.213407834",臺南市東區前鋒路段號大學路西段
987,131509,"23.012663032,120.200647834",臺南市北區海安路三段段號文成路
988,206976,"23.093183032,120.278967834",臺南市善化區省道臺19甲線段0溪美里台19甲線
989,154072,"22.995943032,120.223967834",臺南市東區林森路2段巷弄號口與大學路段巷弄口
990,123896,"22.996383032,120.192727834",臺南市中西區民生路段口環河街
991,154421,"23.029383032,120.224407834",臺南市永康區中正南路段正南一街口巷弄號
992,124637,"23.044343032,120.193607834",臺南市安南區安中路段號同安路
993,129837,"23.000343032,120.198887834",臺南市中西區成功路段號海安路
994,204467,"23.075143032,120.276327834",臺南市新市區社內里新港社大道段口巷弄號
995,193501,"23.038183032,120.264887834",臺南市永康區自強路段口龍橋街
996,206358,"22.991103032,120.278087834",臺南市歸仁區省道臺39線段巷弄號北側與南丁路段巷弄口
997,117726,"23.093183032,120.186567834",臺南市學甲區寶發路段口新榮里忠孝路
998,154933,"22.991103032,120.224847834",臺南市東區東寧路段林森路口巷弄號
999,138788,"22.988903032,120.208127834",臺南市中西區開山路段開山路口巷弄號
1000,82876,"23.093183032,120.150487834",臺南市七股區段號
1001,162575,"22.994623032,120.232767834",臺南市東區東平路段莊敬路口巷弄號
1002,113840,"22.933023032,120.182167834",臺南市南區明興路段口萬年路
1003,139161,"23.011783032,120.208567834",臺南市北區西門路四段段和緯路二段口巷弄號
1004,162627,"22.971743032,120.232767834",臺南市東區仁和路段112之4
1005,337876,"23.093183032,120.414487834",臺南市東山區段巷弄號與段巷弄口
1006,118576,"23.093183032,120.187447834",臺南市佳里區段巷弄號與段巷弄口
1007,183733,"23.035103032,120.254767834",臺南市永康區中山路段口龍埔街
1008,95626,"23.093183032,120.163687834",臺南市佳里區段巷弄號與段巷弄口
1009,142204,"22.981863032,120.211647834",臺南市東區大同路1段295號
1010,117554,"22.981863032,120.186127834",臺南市南區中華西路段口健康路
1011,255851,"23.093183032,120.329567834",臺南市新營區東勇街段東側東仁街82
1012,223399,"22.973063032,120.295687834",臺南市歸仁區八甲里中正北路1段號大德路
1013,129406,"23.002983032,120.198447834",臺南市北區康樂街段臨安路二段口巷弄號
1014,151554,"22.981863032,120.221327834",臺南市東區崇善路段崇德一街口巷弄號
1015,152778,"23.004303032000003,120.222647834",臺南市北區長榮路四段段長榮路四段口巷弄號
1016,154078,"22.993303032,120.223967834",臺南市東區林森路2段口長榮路366
1017,151888,"23.021903032,120.221767834",臺南市永康區中華路段甲頂路口巷弄號
1018,177803,"23.026303032,120.248607834",臺南市永康區自強路段口自強路140
1019,149335,"23.023223032,120.219127834",臺南市永康區中華路段南台街口巷弄號
1020,170661,"22.989783032,120.241127834",臺南市東區裕農路段裕忠路口巷弄號
1021,145554,"23.003863032,120.215167834",臺南市北區東豐路段口前鋒路
1022,127285,"23.001223032,120.196247834",臺南市中西區金華路段號成功路
1023,145967,"23.009143032,120.215607834",臺南市北區北門路二段段口和緯路一段
1024,197817,"23.009143032,120.269287834",臺南市永康區大灣路段巷弄號口與大同街段巷弄口
1025,220869,"22.964263032,120.293047834",臺南市歸仁區段中正南路一段與大成路口
1026,127716,"22.998583032,120.196687834",臺南市中西區民族路段康樂街口巷弄號
1027,167229,"23.003863032,120.237607834",臺南市永康區中華一路段39巷弄號口與忠孝路段207巷弄口
1028,146453,"22.982303032,120.216047834",臺南市東區林森路1段崇明路口巷弄號
1029,155719,"23.019263032,120.225727834",臺南市永康區中華路段大橋三街口巷弄號
1030,142934,"23.034663032,120.212527834",臺南市安南區安和路1段2490
1031,126651,"23.093183032,120.195807834",臺南市西港區段號
1032,180841,"22.998583032,120.251687834",臺南市永康區崑大路段巷弄205號與段巷弄口
1033,119123,"23.039503032,120.187887834",臺南市安南區海佃路二段段海尾路口巷弄號
1034,146917,"22.965143032,120.216487834",臺南市南區大同路段生產路口巷弄號
1035,155842,"22.965143032,120.225727834",臺南市東區生產路段崇明路口巷弄號
1036,131152,"22.982743032,120.200207834",臺南市中西區永福路段口五妃街
1037,230216,"22.965583032,120.302727834",臺南市歸仁區中山路段忠孝北路口巷弄號
1038,203151,"23.093183032,120.275007834",臺南市鹽水區橋南里忠孝路段54
1039,179088,"23.021903032,120.249927834",臺南市永康區中山南路段高速二街口巷弄號
1040,161773,"22.973503032,120.231887834",臺南市東區仁和路段崇善七街口巷弄號
1041,203315,"23.021023032,120.275007834",臺南市永康區富強路2段口西勢路
1042,122476,"23.060183032,120.191407834",臺南市安南區安吉路段巷弄號口與台江大道段巷弄口
1043,115475,"22.961623032,120.183927834",臺南市南區中華南路二段段巷弄號口與中華西路1段巷弄口
1044,175737,"23.000343032,120.246407834",臺南市永康區復國路段復國路口巷弄號
1045,134090,"22.999023032,120.203287834",臺南市北區成功路段號長北街
1046,208696,"23.084383032,120.280727834",臺南市新市區社內里區道南134線段號新港社大道
1047,122557,"23.024543032,120.191407834",臺南市安南區海佃路一段段海佃路一段口巷弄號
1048,131964,"22.999463032,120.201087834",臺南市中西區西門路段巷弄號南側與成功路段巷弄口
1049,178733,"22.991103032,120.249487834",臺南市仁德區段巷弄號太子路與復興路1巷30弄與段巷弄口
1050,221228,"22.993303032,120.293487834",臺南市歸仁區段巷弄號中正北路三段與和順路一段路口與段巷弄口
1051,185153,"22.971303032,120.256087834",臺南市仁德區中山路段口中清路
1052,164598,"23.039503032,120.234967834",臺南市永康區中正南路段巷弄號口與鹽忠街段巷弄口
1053,144220,"23.029823032,120.213847834",臺南市安南區安和路1段安通路口巷弄號
1054,178245,"23.018823032,120.249047834",臺南市永康區永二街段巷弄號口與二王路段巷弄口
1055,133578,"23.037303032,120.202847834",臺南市安南區北安路2段北安三街口巷弄號
1056,147535,"23.067223032,120.217367834",臺南市安南區安和路5段安和路口巷弄號
1057,113396,"22.941383032,120.181727834",臺南市南區明興路段省道臺86線快速公路口巷弄號
1058,173518,"23.041703032,120.244207834",臺南市永康區中正北路段號新中街
1059,126459,"22.990663032,120.195367834",臺南市中西區海安路段口保安路
1060,167624,"23.017063032000003,120.238047834",臺南市永康區中山南路段中山南路口巷弄號
1061,143484,"22.979663032,120.212967834",臺南市南區段口巷弄號大同路二段132號
1062,130696,"22.996383032,120.199767834",臺南市中西區西門路段民權路口巷弄號
1063,135805,"22.992423032,120.205047834",臺南市中西區民生綠園圓環段南門路口巷弄號
1064,129843,"22.997703032,120.198887834",臺南市中西區民族路段號國華街
1065,201298,"22.973503032,120.272807834",臺南市歸仁區省道臺39線段巷弄號北側與大德路段巷弄口
1066,118151,"23.093183032,120.187007834",臺南市學甲區段
1067,201567,"23.042143032,120.273247834",臺南市永康區王行路段王行路口巷弄號
1068,201595,"23.029823032,120.273247834",臺南市永康區中山北路段264巷弄號北側與中山北路段264巷250弄口
1069,150026,"23.093183032,120.220007834",臺南市麻豆區大山里區道南49線段巷弄號口與區道南24線段巷弄口
1070,125155,"23.003423032,120.194047834",臺南市北區成功路段臨安路二段口巷弄號
1071,117256,"22.925983032,120.185687834",臺南市南區明興路段同興路口巷弄號
1072,67151,"23.093183032,120.134207834",臺南市七股區段號
1073,131963,"22.999903032,120.201087834",臺南市中西區西門路段成功路口巷弄號
1074,157435,"23.012223032,120.227487834",臺南市永康區中山南路段口中山南路30
1075,175738,"22.999903032,120.246407834",臺南市永康區復國路段復國路口巷弄號
1076,128601,"22.983183032,120.197567834",臺南市中西區西門路段五妃街口巷弄號
1077,140676,"23.093183032,120.210327834",臺南市安定區海寮里海寮段155-20
1078,163053,"22.971303032,120.233207834",臺南市東區仁和路段崇善十一街口巷弄號
1079,148155,"22.981423032,120.217807834",臺南市東區崇德路段口崇明二街
1080,205616,"22.943583032,120.277207834",臺南市歸仁區段巷弄號與段巷弄口
1081,157533,"22.969103032,120.227487834",臺南市東區崇德路段附近崇明二十街
1082,124328,"22.993303032,120.193167834",臺南市中西區金華路段友愛街口巷弄號
1083,160226,"23.093183032,120.230567834",臺南市麻豆區段176線工業路口
1084,133991,"23.042583032,120.203287834",臺南市安南區北安路3段號怡安路2
1085,120701,"23.093183032,120.189647834",臺南市佳里區段
1086,107739,"22.999463032,120.176007834",臺南市中西區民權路4段華平路口巷弄號
1087,215767,"22.965143032,120.287767834",臺南市歸仁區民權南路段號大順街
1088,185454,"23.025863032,120.256527834",臺南市永康區中山南路段口永康街
1089,145947,"23.017943032,120.215607834",臺南市北區公園路段口巷弄1052號
1090,65026,"23.093183032,120.132007834",臺南市七股區段口巷弄號
1091,142179,"22.992863032,120.211647834",臺南市東區北門路1段口衛民街
1092,128590,"22.988023032,120.197567834",臺南市中西區西門路段永華路口巷弄號
1093,167223,"23.006503032,120.237607834",臺南市永康區中華路段中華路口216巷弄號
1094,117944,"22.997263032,120.186567834",臺南市安平區中華西路2段府前一街口巷弄號
1095,166719,"23.041263032,120.237167834",臺南市永康區鹽行路段仁愛街口巷弄號
1096,136658,"22.991103032,120.205927834",臺南市中西區開山路段友愛街口巷弄號
1097,111565,"22.999023032,120.179967834",臺南市中西區民權路段口湖美街
1098,143485,"22.979223032,120.212967834",臺南市南區大同路2段口巷弄138號
1099,135729,"23.025863032,120.205047834",臺南市安南區北安路2段南側賢安街
1100,135806,"22.991983032,120.205047834",臺南市中西區民生綠園圓環段南門路口巷弄號
1101,158314,"22.999463032,120.228367834",臺南市東區小東路段號光明街
1102,235583,"23.035103032,120.308447834",臺南市新化區中正路段口信義路
1103,123908,"22.991103032,120.192727834",臺南市中西區金華路段口保安路
1104,122242,"22.976143032,120.190967834",臺南市南區金華路2段慶南街口15巷弄號
1105,175713,"23.010903032,120.246407834",臺南市永康區復國一路段口復華五街
1106,128144,"22.997263032,120.197127834",臺南市中西區海安路段西側神農街
1107,180840,"22.999023032,120.251687834",臺南市永康區崑大路段口巷弄205號
1108,157527,"22.971743032,120.227487834",臺南市東區崇德路段口巷弄596號
1109,118358,"23.002103032,120.187007834",臺南市中西區中華西路2段685
1110,135390,"22.988023032,120.204607834",臺南市中西區南門路段建業街口巷弄號
1111,183816,"22.998583032,120.254767834",臺南市永康區崑大路段崑大路口巷弄號
1112,165930,"23.014423032,120.236287834",臺南市永康區中山東路段號五福街
1113,142933,"23.035103032,120.212527834",臺南市安南區安和路1段安和路口巷弄號
1114,133570,"23.040823032,120.202847834",臺南市安南區北安路3段巷弄92號北側與段巷弄口
1115,143395,"23.018823032,120.212967834",臺南市北區西門路四段段號正覺街
1116,214229,"23.080863032,120.286447834",臺南市新市區新和里民生路段富安路口巷弄號
1117,147194,"23.030263032,120.216927834",臺南市安南區郡安路3236段附近郡安路323617
1118,160932,"22.969543032,120.231007834",臺南市東區崇善路段口崇德十七街
1119,130265,"22.999023032,120.199327834",臺南市中西區國華街段郡緯街口巷弄號
1120,121246,"23.040383032,120.190087834",臺南市安南區大安街段同安路口巷弄號
1121,185938,"22.999903032,120.256967834",臺南市永康區大灣路段大仁街口巷弄號
1122,73526,"23.093183032,120.140807834",臺南市七股區段口巷弄號玉成里玉成157號前
1123,126044,"22.986263032,120.194927834",臺南市南區夏林路段口樹林街
1124,166313,"23.032903032,120.236727834",臺南市永康區?和街段巷弄號口與?平街段巷弄口
1125,124725,"23.005623032000003,120.193607834",臺南市北區文賢路段武聖路口巷弄號
1126,153187,"23.011343032,120.223087834",臺南市北區北園街段東側北園街109
1127,143359,"23.034663032,120.212967834",臺南市安南區安和路1段口巷弄369-1號
1128,170126,"23.038183032,120.240687834",臺南市永康區中正路段口新行街
1129,157543,"22.964703032000003,120.227487834",臺南市東區生產路段巷弄號口與崇德路段巷弄口
1130,154890,"23.010023032,120.224847834",臺南市北區開元路段號開元路485
1131,193947,"23.028943032,120.265327834",臺南市永康區中山北路段巷弄號口與龍潭街段巷弄口
1132,155800,"22.983623032,120.225727834",臺南市東區東門路2段東門路口巷弄號
1133,160954,"22.959863032,120.231007834",臺南市仁德區成功里保華路段號成功三街
1134,180330,"23.036423032,120.251247834",臺南市永康區四維街段號八德街
1135,125139,"23.010463032,120.194047834",臺南市北區文賢路段口文賢路680
1136,126447,"22.995943032,120.195367834",臺南市中西區民生路段號康樂街
1137,127303,"22.993303032,120.196247834",臺南市中西區中正路段252
1138,155126,"23.093183032,120.225287834",臺南市西港區段
1139,170660,"22.990223032000003,120.241127834",臺南市東區裕永路段裕永一街口巷弄號
1140,153616,"23.009583032,120.223527834",臺南市北區開元路段南園街口巷弄號
1141,180949,"22.951063032,120.251687834",臺南市仁德區段口巷弄號中正路二段與德糖路口
1142,129860,"22.990223032000003,120.198887834",臺南市中西區府前路1段號府前路1371
1143,218158,"23.035103032,120.290407834",臺南市新化區中山路段口協興里中山路898
1144,287726,"23.093183032,120.362567834",臺南市後壁區段號後壁里99號前
1145,129421,"22.996383032,120.198447834",臺南市中西區國華街段和平街口巷弄號
1146,154487,"23.000343032,120.224407834",臺南市東區小東路段巷弄號南側與林森路2段巷弄口
1147,207401,"23.093183032,120.279407834",臺南市新營區南紙里太子路段口南紙里嘉芳街
1148,126040,"22.988023032,120.194927834",臺南市南區夏林路段永華路口巷弄號
1149,131326,"23.093183032,120.200647834",臺南市西港區慶安里新興街段107巷弄號口與進學街段54巷弄口
1150,272426,"23.093183032,120.346727834",臺南市東山區聖賢里區道南314線段巷弄1月24日號附近與段巷弄口
1151,146318,"23.041703032,120.216047834",臺南市安南區安和路2段口景安街
1152,166359,"23.012663032,120.236727834",臺南市永康區中山東路段口振興路
1153,216873,"23.039503032,120.289087834",臺南市新化區段協興里臺39線北勢段往北500公尺處路口
1154,155389,"22.977463032000003,120.225287834",臺南市東區崇德四街段崇德四街口巷弄號
1155,173574,"23.017063032000003,120.244207834",臺南市永康區復國一路586段口復華里忠孝路38020
1156,326826,"23.093183032,120.403047834",臺南市東山區段口巷弄號東中里中興南路28巷口
1157,154238,"22.922903032,120.223967834",臺南市仁德區二仁路一段段保安路口巷弄號
1158,107329,"22.992863032,120.175567834",臺南市安平區華平路段口平通路
1159,170641,"22.998583032,120.241127834",臺南市永康區復興路段口復興路356
1160,101576,"23.093183032,120.169847834",臺南市佳里區文新里新生路段號育善街
1161,236431,"23.035983032,120.309327834",臺南市新化區中山路段口護安街
1162,216918,"23.019703032,120.289087834",臺南市新化區段號
1163,132784,"23.012663032,120.201967834",臺南市北區文成路段口育德三街
1164,199840,"23.054023032,120.271487834",臺南市永康區中正北路段王行路口巷弄號
1165,144769,"22.975263032,120.214287834",臺南市東區大同路2段立德二路口巷弄號
1166,137276,"23.093183032,120.206807834",臺南市佳里區段巷弄號與段巷弄口
1167,146364,"23.021463032,120.216047834",臺南市永康區小北路段口巷弄56號
1168,328951,"23.093183032,120.405247834",臺南市大內區曲溪里二重溪段34之2號0
1169,155362,"22.989343032,120.225287834",臺南市東區林森路2段192號林森路219224
1170,168844,"23.041263032,120.239367834",臺南市永康區中正北路段20455附近
1171,152301,"23.027183032,120.222207834",臺南市永康區中正南路段號中正南路242
1172,208251,"23.093183032,120.280287834",臺南市新營區太北里太子路段區道南75線口巷弄號
1173,166838,"22.988903032,120.237167834",臺南市東區裕農路段號建東街
1174,263076,"23.093183032,120.337047834",臺南市官田區段
1175,150661,"23.000783032,120.220447834",臺南市東區段號小東路(成功大學護理系前)
1176,115866,"22.976583032,120.184367834",臺南市南區中華西路段新仁路口巷弄號
1177,163819,"23.008263032,120.234087834",臺南市永康區中華路段號中華二路
1178,94351,"23.093183032,120.162367834",臺南市佳里區區道南19線段區道南28線口巷弄號
1179,115468,"22.964703032000003,120.183927834",臺南市南區中華西路1段北側新平路
1180,141301,"23.005183032,120.210767834",臺南市北區公園路段公園北路口巷弄號
1181,261801,"23.093183032,120.335727834",臺南市官田區段口巷弄號
1182,130901,"23.093183032,120.200207834",臺南市西港區段號南海里中港18-36號
1183,208815,"23.032023032,120.280727834",臺南市永康區中山北路段口永科王田大道
1184,172786,"22.989783032,120.243327834",臺南市東區裕農路段口巷弄888號
1185,132392,"22.998143032,120.201527834",臺南市中西區新美街段號郡緯街
1186,179351,"23.093183032,120.250367834",臺南市鹽水區段號
1187,164275,"22.994623032,120.234527834",臺南市東區中華東路1段號平實五路
1188,174484,"22.990663032,120.245087834",臺南市東區裕農路段裕信路口巷弄號
1189,140505,"22.981423032,120.209887834",臺南市中西區健康路段號府連路
1190,271576,"23.093183032,120.345847834",臺南市六甲區二甲里進化街段東側二甲里建工街
1191,187178,"23.015303032,120.258287834",臺南市永康區永華路段永榮三街口巷弄號
1192,159205,"22.981423032,120.229247834",臺南市東區中華東路段東門路口巷弄號
1193,145524,"23.017063032000003,120.215167834",臺南市北區公園路段1002號
1194,127612,"23.044343032,120.196687834",臺南市安南區怡安路2段西側安中路1702
1195,157011,"23.011783032,120.227047834",臺南市永康區中山南路段中山南路口巷弄號
1196,230056,"23.035983032,120.302727834",臺南市新化區協興里中山路段口協興里正新路
1197,147353,"22.960303032,120.216927834",臺南市仁德區大同路三段段北側保仁路
1198,158698,"23.017503032,120.228807834",臺南市永康區大橋一街段大橋一街口巷弄號
1199,127559,"23.067663032,120.196687834",臺南市安南區長溪路3段巷弄號口與長和路4段巷弄口
1200,286451,"23.093183032,120.361247834",臺南市後壁區段口巷弄號
1201,176917,"23.042143032,120.247727834",臺南市永康區中正北路段口巷弄319號
1202,154473,"23.006503032,120.224407834",臺南市北區開南街段東側林森路三段
1203,131147,"22.984943032,120.200207834",臺南市中西區永福路段號南寧街
1204,165105,"23.003423032,120.235407834",臺南市永康區中華路段口巷弄140號
1205,142512,"23.033343032,120.212087834",臺南市安南區長溪路段號安中路
1206,337451,"23.093183032,120.414047834",臺南市白河區永安里中山路段國泰路口巷弄號
1207,156580,"23.014423032,120.226607834",臺南市永康區中華西街段號中華西街104
1208,117515,"22.999023032,120.186127834",臺南市中西區民權路段口頂美三街
1209,131143,"22.986703032,120.200207834",臺南市中西區永福路1段樹林街口巷弄號
1210,135392,"22.987143032,120.204607834",臺南市中西區南門路段117
1211,108183,"22.991103032,120.176447834",臺南市安平區永華六街段號建平八街
1212,119587,"23.022343032,120.188327834",臺南市安南區國安街段國安街口巷弄號
1213,139401,"23.093183032,120.209007834",臺南市安定區省道臺19線段0海寮里台19線、村里道路口
1214,129007,"22.991543032000003,120.198007834",臺南市中西區西門路段尊王路口巷弄號
1215,166765,"23.021023032,120.237167834",臺南市永康區東橋七路段口東橋六街
1216,159652,"22.971743032,120.229687834",臺南市東區崇德十二街段巷弄號口與崇德十二街段76巷弄口
1217,134969,"22.986263032,120.204167834",臺南市中西區南門路段樹林街口巷弄號
1218,190125,"23.027623032,120.261367834",臺南市永康區中山北路段中山北路口巷弄號
1219,157813,"23.032903032,120.227927834",臺南市永康區中正南路491段南側
1220,159979,"23.014863032,120.230127834",臺南市永康區中華路段中華路口巷弄號
1221,128996,"22.996383032,120.198007834",臺南市中西區仁愛街段忠明街口巷弄號
1222,139681,"22.969983032,120.209007834",臺南市南區國民路段口巷弄268號
1223,185429,"23.036863032,120.256527834",臺南市永康區八德街段口八德街230
1224,151464,"23.021463032,120.221327834",臺南市永康區中華路段口甲頂路
1225,128462,"23.044343032,120.197567834",臺南市安南區段號怡安路二段與怡安路二段456巷
1226,165141,"22.987583032,120.235407834",臺南市東區富農街2段富農街口巷弄號
1227,145894,"23.041263032,120.215607834",臺南市安南區興安路段巷弄5號與段巷弄口
1228,253726,"23.093183032,120.327367834",臺南市善化區嘉北里省道臺1線段口嘉北里區道南129線
1229,184682,"22.991543032000003,120.255647834",臺南市仁德區中正路三段段太子路口巷弄號
1230,147220,"23.018823032,120.216927834",臺南市北區公園路段公園路口1074巷17弄號
1231,126226,"23.093183032,120.195367834",臺南市西港區段號
1232,190992,"23.020143032,120.262247834",臺南市永康區永大路2段號西勢路
1233,160651,"23.093183032,120.231007834",臺南市麻豆區市道171線段西側埤頭里工業路
1234,164683,"23.002103032,120.234967834",臺南市永康區中華路段巷弄號口與中華路段121巷弄口
1235,163863,"22.988903032,120.234087834",臺南市東區裕農路段口巷弄574號
1236,150256,"22.991983032,120.220007834",臺南市東區東寧路段東寧路口巷弄號
1237,200831,"22.991983032,120.272367834",臺南市仁德區太子路段太子路口巷弄號
1238,102663,"22.988903032,120.170727834",臺南市安平區國平路段號郡平路
1239,117494,"23.008263032,120.186127834",臺南市北區中華北路一段段口巷弄72號
1240,165147,"22.984943032,120.235407834",臺南市東區富農街1段中華東路口巷弄號
1241,143833,"23.013103032,120.213407834",臺南市北區段口巷弄號公園路與長榮路口
1242,165139,"22.988463032,120.235407834",臺南市東區裕農路段號裕農路621
1243,151097,"22.995943032,120.220887834",臺南市東區大學路段大學路口巷弄號
1244,170723,"22.962503032,120.241127834",臺南市仁德區文華路段口仁德里文華一街
1245,281776,"23.093183032,120.356407834",臺南市後壁區段
1246,101151,"23.093183032,120.169407834",臺南市佳里區段
1247,142595,"22.996823032,120.212087834",臺南市中西區臺南火車站前圓環段西側北門路
1248,124706,"23.013983032,120.193607834",臺南市北區文賢路段文賢路口巷弄號
1249,130694,"22.997263032,120.199767834",臺南市中西區西門路段民族路口巷弄號
1250,128586,"22.989783032,120.197567834",臺南市中西區西門路1段716
1251,121697,"23.028943032,120.190527834",臺南市安南區海佃路段號郡安路
1252,155826,"22.972183032,120.225727834",臺南市東區崇明路段巷弄號口與崇道路段巷弄口
1253,93281,"23.002983032,120.161047834",臺南市安平區安北路段口古堡街
1254,138317,"23.009143032,120.207687834",臺南市北區西門路四段段立賢路一段口巷弄號
1255,116412,"22.923343032,120.184807834",臺南市南區明興路段號明興路1312
1256,109741,"23.053583032,120.178207834",臺南市安南區海佃路段巷弄號北側與本原街段巷弄口
1257,134973,"22.984503032,120.204167834",臺南市中西區南門路段南寧街口巷弄號
1258,160894,"22.986263032,120.231007834",臺南市東區裕農路段44652號裕農路44670
1259,129420,"22.996823032,120.198447834",臺南市中西區國華街段和平街口巷弄號
1260,138829,"22.970863032,120.208127834",臺南市南區國民路段口國民路270
1261,291551,"23.093183032,120.366527834",臺南市柳營區重溪里區道南81線段口重溪里區道南81-2線
1262,166049,"22.962063032,120.236287834",臺南市東區崇善路段號德東街
1263,269876,"23.093183032,120.344087834",臺南市東山區段巷弄號聖賢里南314線1.7K與段巷弄口
1264,138722,"23.017943032,120.208127834",臺南市北區北安路一段段育德路口巷弄號
1265,159475,"23.049623032,120.229687834",臺南市安南區台江大道段號長和路1217
1266,102426,"23.093183032,120.170727834",臺南市佳里區段塭內里
1267,180900,"22.972623032,120.251687834",臺南市仁德區中正路三段段5附近
1268,129431,"22.991983032,120.198447834",臺南市中西區西門路段友愛街口巷弄號
1269,339576,"23.093183032,120.416247834",臺南市白河區永安里裕農路段號國泰路
1270,190145,"23.018823032,120.261367834",臺南市永康區永大二路段巷弄號口與永福街段巷弄口
1271,142980,"23.014423032,120.212527834",臺南市北區公園路段北安路一段口巷弄號
1272,204466,"23.075583032,120.276327834",臺南市新市區新港社大道段區道南135線口巷弄號
1273,124355,"22.981423032,120.193167834",臺南市南區健康路段號福吉路
1274,270726,"23.093183032,120.344967834",臺南市後壁區段
1275,157532,"22.969543032,120.227487834",臺南市東區崇德路段號崇德十六街
1276,125489,"23.043463032,120.194487834",臺南市安南區安中路1段安中路口巷弄號
1277,121372,"22.984943032,120.190087834",臺南市南區文南路段北側建南路
1278,190191,"22.998583032,120.261367834",臺南市永康區大灣東路段口南興路
1279,258401,"23.093183032,120.332207834",臺南市六甲區段中社里南68線道5.1公里處
1280,122826,"23.093183032,120.191847834",臺南市佳里區段
1281,165102,"23.004743032,120.235407834",臺南市永康區中華路段中華一路口巷弄號
1282,151573,"22.973503032,120.221327834",臺南市東區中華東路3段號中華東路3377
1283,117495,"23.007823032,120.186127834",臺南市北區中華北路一段段28號
1284,150179,"23.025863032,120.220007834",臺南市永康區中正南路段中正南路口巷弄號
1285,160836,"23.011783032,120.231007834",臺南市永康區六合路段六合路口巷弄號
1286,183453,"22.971303032,120.254327834",臺南市仁德區中山路段北側中清二街
1287,148831,"23.057983032000003,120.218687834",臺南市安南區安和路4段口巷弄330號
1288,125134,"23.012663032,120.194047834",臺南市北區文賢路段文成路口巷弄號
1289,123037,"23.000343032,120.191847834",臺南市中西區臨安路段民族路口巷弄號
1290,153682,"22.980543032,120.223527834",臺南市東區崇學路段崇善路口巷弄號
1291,95841,"22.998583032,120.163687834",臺南市安平區運河路段口平生路
1292,262651,"23.093183032,120.336607834",臺南市後壁區段巷弄號菁寮里後廓外環道與南85線路口與段巷弄口
1293,124727,"23.004743032,120.193607834",臺南市中西區文賢路段文和街口巷弄號
1294,120494,"22.997263032,120.189207834",臺南市中西區民生路段號臨安路
1295,150638,"23.010903032,120.220447834",臺南市北區長榮路五段段長榮路五段口巷弄號
1296,128997,"22.995943032,120.198007834",臺南市中西區仁愛街段號忠明街
1297,116224,"23.006063032,120.184807834",臺南市中西區和緯路5段和緯路口巷弄號
1298,111588,"22.988903032,120.179967834",臺南市安平區建平七街段號永華四街
1299,96286,"22.989783032,120.164127834",臺南市安平區平豐路段西側郡平路
1300,158315,"22.999023032,120.228367834",臺南市東區東和路段光明街口巷弄號
1301,151230,"22.937423032,120.220887834",臺南市仁德區二仁路二段段巷弄號南側與機場路段巷弄口
1302,328526,"23.093183032,120.404807834",臺南市東山區段青葉達雲路口
1303,182621,"22.963383032000003,120.253447834",臺南市仁德區段中正路二段805號
1304,153189,"23.010463032,120.223087834",臺南市北區北園街段北園街口巷弄號
1305,232166,"23.042583032,120.304927834",臺南市新化區太平里中正路段中正路口巷弄號
1306,142170,"22.996823032,120.211647834",臺南市中西區臺南火車站前圓環段西側中山路
1307,117941,"22.998583032,120.186567834",臺南市中西區中華西路段民生路口巷弄號
1308,187172,"23.017943032,120.258287834",臺南市永康區永大二路段口永吉路
1309,161299,"22.995063032,120.231447834",臺南市東區東光路2段口東平路
1310,327251,"23.093183032,120.403487834",臺南市東山區所前路段227
1311,189358,"22.991103032,120.260487834",臺南市仁德區太子路段東側土庫路
1312,216910,"23.023223032,120.289087834",臺南市新化區省道臺39線段市道180甲線口巷弄號
1313,171396,"23.040383032,120.242007834",臺南市永康區新民街段口新行街
1314,144770,"22.974823032,120.214287834",臺南市南區大同路2段口巷弄380號
1315,170525,"23.049623032,120.241127834",臺南市永康區永安路段口巷弄350號
1316,156237,"22.978343032,120.226167834",臺南市東區崇善路段口崇善一街
1317,176576,"23.005183032,120.247287834",臺南市永康區復國二路段復國一路口巷弄號
1318,161743,"22.986703032,120.231887834",臺南市東區中華東路2段裕農路口48巷弄號
1319,176068,"23.041703032,120.246847834",臺南市永康區中正北路段口巷弄308號
1320,134413,"23.043903032000003,120.203727834",臺南市安南區北安路3段長溪路口巷弄號
1321,306851,"23.093183032,120.382367834",臺南市柳營區段
1322,334051,"23.093183032,120.410527834",臺南市白河區永安里富民路段號三民路
1323,156225,"22.983623032,120.226167834",臺南市東區東門路2段口巷弄267號
1324,138126,"23.093183032,120.207687834",臺南市安定區省道臺19線段0西港大橋(路燈401385號)
1325,129425,"22.994623032,120.198447834",臺南市中西區民生路2段巷弄26號與段巷弄口
